"Start Time (EpSec)","Stop Time (EpSec)","Duration (sec)"
0.000,1412.009,1412.009
3575.434,6973.400,3397.966
9136.821,12534.793,3397.973
14698.209,18096.184,3397.975
20259.599,23657.577,3397.978
25820.988,29218.970,3397.982
31382.378,34780.365,3397.987
36943.766,40341.758,3397.992
42505.157,45903.153,3397.996
48066.547,51464.547,3398.000
53627.938,57025.942,3398.004
59189.332,62587.337,3398.005
64750.722,68148.732,3398.010
70312.114,73710.128,3398.014
75873.507,79271.524,3398.017
81434.900,84832.921,3398.021
86996.293,90394.318,3398.025
92557.687,95955.715,3398.028
98119.081,101517.113,3398.032
103680.475,107078.511,3398.036
109241.870,112639.910,3398.040
114803.265,118201.309,3398.044
120364.660,123762.708,3398.048
125926.056,129324.108,3398.052
131487.453,134885.508,3398.055
137048.848,140446.908,3398.060
142610.245,146008.309,3398.064
148171.642,151569.710,3398.068
153733.041,157131.112,3398.071
159294.438,162692.513,3398.076
164855.836,168253.916,3398.080
170417.234,173815.318,3398.084
175978.633,179376.721,3398.088
181540.033,184938.125,3398.092
187101.434,190499.528,3398.094
192662.833,196060.932,3398.100
198224.233,201622.337,3398.104
203785.634,207183.742,3398.108
209347.035,212745.147,3398.112
214908.436,218306.552,3398.116
220469.838,223867.958,3398.120
226031.240,229429.361,3398.120
231592.643,234990.771,3398.128
237154.046,240552.178,3398.132
242715.449,246113.585,3398.136
248276.853,251674.993,3398.140
253838.257,257236.401,3398.144
259399.661,262797.809,3398.148
264961.066,268359.218,3398.152
270522.471,273920.627,3398.156
276083.876,279482.036,3398.160
281645.282,285043.446,3398.164
287206.688,290604.856,3398.168
292768.096,296166.267,3398.171
298329.501,301727.678,3398.177
303890.909,307289.089,3398.179
309452.316,312850.500,3398.185
315013.724,318411.912,3398.189
320575.132,323973.325,3398.193
326136.540,329534.737,3398.197
331697.949,335096.150,3398.201
337259.358,340657.563,3398.205
342820.768,346218.977,3398.209
348382.178,351780.391,3398.213
353943.588,357341.805,3398.217
359505.000,362903.220,3398.220
365066.410,368464.635,3398.226
370627.821,374026.051,3398.230
376189.233,379587.466,3398.234
381750.645,385148.882,3398.238
387312.057,390710.299,3398.242
392873.471,396271.716,3398.245
398434.883,401833.133,3398.250
403996.296,407394.550,3398.254
409557.710,412955.968,3398.259
415119.124,418517.386,3398.263
420680.538,424078.805,3398.267
426241.953,429640.221,3398.268
431803.368,435201.639,3398.272
437364.783,440763.063,3398.279
442926.199,446324.482,3398.283
448487.615,451885.903,3398.287
454049.032,457447.323,3398.292
459610.448,463008.744,3398.296
465171.865,468570.165,3398.300
470733.283,474131.587,3398.304
476294.701,479693.009,3398.308
481856.120,485254.431,3398.311
487417.537,490815.851,3398.314
492978.956,496377.277,3398.321
498540.375,501938.700,3398.325
504101.795,507500.124,3398.329
509663.215,513061.548,3398.333
515224.635,518622.972,3398.337
520786.056,524184.397,3398.340
526347.476,529745.822,3398.346
531908.898,535307.247,3398.349
537470.319,540868.673,3398.354
543031.740,546430.099,3398.358
548593.161,551991.525,3398.363
554154.585,557552.951,3398.367
559716.008,563114.378,3398.371
565277.431,568675.806,3398.375
570838.854,574237.233,3398.379
576400.278,579798.661,3398.383
581961.702,585360.090,3398.387
587523.127,590921.518,3398.392
593084.551,596482.947,3398.397
598645.977,602044.377,3398.400
604207.402,607605.806,3398.404
609768.828,613167.236,3398.408
615330.254,618728.666,3398.413
620891.680,624290.097,3398.417
626453.107,629851.525,3398.418
632014.534,635412.959,3398.425
637575.962,640974.391,3398.429
643137.389,646535.823,3398.434
648698.817,652097.255,3398.438
654260.246,657658.688,3398.442
659821.674,663220.120,3398.446
665383.103,668781.554,3398.450
670944.534,674342.987,3398.453
676505.962,679904.421,3398.459
682067.392,685465.855,3398.463
687628.823,691027.290,3398.467
693190.253,696588.725,3398.471
698751.684,702150.160,3398.475
704313.117,707711.595,3398.478
709874.547,713273.029,3398.481
715435.979,718834.467,3398.488
720997.411,724395.904,3398.492
726558.844,729957.340,3398.496
732120.277,735518.777,3398.501
737681.711,741080.215,3398.504
743243.143,746641.652,3398.509
748804.577,752203.090,3398.513
754366.011,757764.529,3398.517
759927.446,763325.967,3398.522
765488.881,768887.406,3398.526
771050.316,774448.846,3398.530
776611.752,780010.285,3398.533
782173.187,785571.725,3398.538
787734.623,791133.165,3398.543
793296.059,796694.606,3398.547
798857.496,802256.047,3398.551
804418.933,807817.488,3398.555
809980.370,813378.929,3398.559
815541.808,818940.371,3398.564
821103.246,824501.813,3398.568
826664.685,830063.256,3398.571
832226.122,835624.699,3398.576
837787.561,841186.142,3398.580
843349.002,846747.585,3398.583
848910.440,852309.029,3398.589
854471.881,857870.472,3398.592
860033.320,863431.917,3398.597
865594.760,868993.361,3398.601
871156.201,874554.806,3398.605
876717.642,880116.251,3398.610
882279.083,885677.697,3398.614
887840.525,891239.139,3398.614
893401.967,896800.589,3398.622
898963.409,902362.035,3398.626
904524.851,907923.482,3398.631
910086.294,913484.929,3398.635
915647.737,919046.376,3398.639
921209.181,924607.824,3398.643
926770.624,930169.272,3398.647
932332.068,935730.720,3398.652
937893.513,941292.166,3398.653
943454.958,946853.617,3398.660
949016.402,952415.066,3398.664
954577.848,957976.516,3398.668
960139.293,963537.966,3398.672
965700.739,969099.416,3398.676
971262.185,974660.866,3398.681
976823.632,980222.317,3398.686
982385.079,985783.767,3398.689
987946.526,991345.219,3398.693
993507.973,996906.670,3398.697
999069.421,1002468.122,3398.701
1004630.868,1008029.573,3398.704
1010192.317,1013591.026,3398.710
1015753.765,1019152.479,3398.714
1021315.213,1024713.932,3398.719
1026876.663,1030275.385,3398.722
1032438.113,1035836.839,3398.726
1037999.562,1041398.293,3398.730
1043561.012,1046959.747,3398.735
1049122.461,1052521.203,3398.741
1054683.912,1058082.657,3398.745
1060245.363,1063644.112,3398.749
1065806.814,1069205.568,3398.754
1071368.266,1074767.020,3398.754
1076929.717,1080328.479,3398.762
1082491.169,1085889.935,3398.766
1088052.622,1091451.392,3398.770
1093614.074,1097012.849,3398.774
1099175.527,1102574.306,3398.778
1104736.980,1108135.763,3398.782
1110298.434,1113697.221,3398.787
1115859.888,1119258.676,3398.788
1121421.342,1124820.137,3398.795
1126982.796,1130381.595,3398.799
1132544.251,1135943.054,3398.803
1138105.706,1141504.510,3398.805
1143667.161,1147065.968,3398.807
1149228.617,1152627.432,3398.815
1154790.072,1158188.892,3398.819
1160351.528,1163750.352,3398.823
1165912.985,1169311.812,3398.827
1171474.441,1174873.273,3398.832
1177035.898,1180434.734,3398.836
1182597.356,1185996.195,3398.840
1188158.813,1191557.657,3398.844
1193720.271,1197119.119,3398.848
1199281.729,1202680.577,3398.848
1204843.187,1208242.043,3398.856
1210404.646,1213803.506,3398.860
1215966.105,1219364.969,3398.864
1221527.564,1224926.432,3398.868
1227089.023,1230487.895,3398.872
1232650.483,1236049.357,3398.874
1238211.943,1241610.823,3398.880
1243773.403,1247172.288,3398.884
1249334.864,1252733.752,3398.888
1254896.325,1258295.217,3398.892
1260457.786,1263856.682,3398.896
1266019.247,1269418.148,3398.900
1271580.709,1274979.613,3398.904
1277142.171,1280541.079,3398.908
1282703.633,1286102.545,3398.912
1288265.095,1291664.009,3398.913
1293826.558,1297225.479,3398.920
1299388.021,1302786.946,3398.925
1304949.485,1308348.413,3398.928
1310510.951,1313909.881,3398.930
1316072.412,1319471.348,3398.936
1321633.879,1325032.816,3398.938
1327195.340,1330594.285,3398.944
1332756.805,1336155.753,3398.948
1338318.270,1341717.222,3398.952
1343879.735,1347278.692,3398.956
1349441.201,1352840.161,3398.960
1355002.666,1358401.631,3398.964
1360564.135,1363963.101,3398.966
1366125.599,1369524.571,3398.972
1371687.065,1375086.037,3398.972
1377248.532,1380647.507,3398.975
1382809.999,1386208.978,3398.979
1388371.466,1391770.454,3398.988
1393932.934,1397331.926,3398.992
1399494.402,1402893.398,3398.996
1405055.870,1408454.870,3399.000
1410617.338,1414016.342,3399.004
1416178.807,1419577.814,3399.008
1421740.278,1425139.287,3399.009
1427301.745,1430700.760,3399.015
1432863.214,1436262.234,3399.019
1438424.684,1441823.707,3399.023
1443986.154,1447385.181,3399.027
1449547.624,1452946.655,3399.031
1455109.095,1458508.129,3399.035
1460670.565,1464069.604,3399.039
1466232.036,1469631.079,3399.043
1471793.507,1475192.554,3399.047
1477354.979,1480754.029,3399.050
1482916.451,1486315.505,3399.054
1488477.923,1491876.981,3399.058
1494039.395,1497438.457,3399.062
1499600.867,1502999.933,3399.066
1505162.340,1508561.410,3399.070
1510723.813,1514122.887,3399.074
1516285.287,1519684.364,3399.077
1521846.760,1525245.841,3399.081
1527408.234,1530807.319,3399.085
1532969.708,1536368.797,3399.089
1538531.182,1541930.275,3399.093
1544092.657,1547491.753,3399.096
1549654.131,1553053.232,3399.100
1555215.607,1558614.711,3399.104
1560777.082,1564176.190,3399.108
1566338.557,1569737.669,3399.112
1571900.033,1575299.148,3399.115
1577461.509,1580860.628,3399.119
1583022.985,1586422.108,3399.123
1588584.462,1591983.589,3399.127
1594145.939,1597545.069,3399.130
1599707.416,1603106.550,3399.134
1605268.893,1608668.031,3399.138
1610830.371,1614229.512,3399.142
1616391.848,1619790.994,3399.145
1621953.326,1625352.475,3399.149
1627514.804,1630913.955,3399.150
1633076.283,1636475.440,3399.157
1638637.762,1642036.922,3399.160
1644199.241,1647598.405,3399.164
1649760.720,1653159.888,3399.168
1655322.199,1658721.371,3399.171
1660883.679,1664282.854,3399.175
1666445.159,1669844.338,3399.179
1672006.639,1675405.818,3399.179
1677568.120,1680967.306,3399.186
1683129.600,1686528.790,3399.190
1688691.081,1692090.275,3399.194
1694252.562,1697651.759,3399.197
1699814.044,1703213.244,3399.201
1705375.525,1708774.730,3399.204
1710937.007,1714336.215,3399.208
1716498.489,1719897.701,3399.212
1722059.971,1725459.187,3399.215
1727621.456,1731020.673,3399.216
1733182.937,1736582.159,3399.223
1738744.420,1742143.646,3399.226
1744305.903,1747705.133,3399.230
1749867.389,1753266.620,3399.231
1755428.870,1758828.107,3399.237
1760990.354,1764389.591,3399.237
1766551.838,1769951.082,3399.244
1772113.323,1775512.570,3399.248
1777674.807,1781074.059,3399.251
1783236.292,1786635.547,3399.255
1788797.777,1792197.036,3399.258
1795666.076,1797758.522,2092.446
1799920.748,1803320.014,3399.266
1805482.234,1808881.503,3399.269
1811043.722,1814442.992,3399.270
1816605.206,1820004.482,3399.276
1822166.692,1825565.972,3399.280
1827728.179,1831127.462,3399.283
1833289.666,1836688.953,3399.287
1838851.153,1842250.443,3399.290
1844412.640,1847811.934,3399.294
1849974.128,1853373.425,3399.297
1855535.616,1858934.916,3399.301
1861097.104,1864496.408,3399.304
1866658.592,1870057.900,3399.308
1872220.081,1875619.392,3399.311
1877781.572,1881180.884,3399.312
1883343.058,1886742.376,3399.318
1888904.547,1892303.869,3399.321
1894466.037,1897865.361,3399.325
1900027.526,1903426.854,3399.328
1905589.016,1908988.347,3399.332
1911150.506,1914549.841,3399.335
1916711.996,1920111.334,3399.338
1922273.487,1925672.828,3399.342
1927834.977,1931234.320,3399.343
1933396.468,1936795.817,3399.349
1938957.959,1942357.311,3399.352
1944519.450,1947918.806,3399.355
1950080.942,1953480.301,3399.359
1955642.434,1959041.796,3399.362
1961203.926,1964603.291,3399.365
1966765.418,1970164.786,3399.369
1972326.910,1975726.282,3399.372
1977888.405,1981287.778,3399.373
1983449.895,1986849.274,3399.379
1989011.388,1992410.768,3399.379
1994572.882,1997972.267,3399.385
2000134.377,2003533.764,3399.386
2005695.869,2009095.260,3399.392
2011257.362,2014656.754,3399.391
2016818.856,2020218.255,3399.398
2022380.351,2025779.752,3399.402
2027941.845,2031341.250,3399.405
2033503.340,2036902.748,3399.408
2039064.835,2042464.246,3399.411
2044626.330,2048025.744,3399.415
2050187.825,2053587.243,3399.418
2055749.320,2059148.741,3399.421
2061310.816,2064710.240,3399.424
2066872.312,2070271.739,3399.428
2072433.808,2075833.239,3399.431
2077995.304,2081394.738,3399.434
2083556.801,2086956.238,3399.437
2089118.297,2092517.738,3399.440
2094679.794,2098079.238,3399.443
2100241.291,2103640.738,3399.447
2105802.789,2109202.238,3399.450
2111364.286,2114763.739,3399.453
2116925.784,2120325.240,3399.456
2122487.282,2125886.741,3399.459
2128048.780,2131448.242,3399.462
2133610.281,2137009.743,3399.463
2139171.776,2142571.242,3399.465
2144733.275,2148132.747,3399.472
2150294.774,2153694.249,3399.475
2155856.273,2159255.751,3399.478
2161417.772,2164817.253,3399.481
2166979.272,2170378.756,3399.484
2172540.771,2175940.258,3399.487
2178102.271,2181501.761,3399.490
2183663.771,2187063.264,3399.493
2189225.271,2192624.763,3399.492
2194786.772,2198186.271,3399.499
2200348.272,2203747.775,3399.502
2205909.773,2209309.278,3399.505
2211471.274,2214870.782,3399.508
2217032.775,2220432.287,3399.511
2222594.277,2225993.791,3399.514
2228155.778,2231555.296,3399.517
2233717.280,2237116.800,3399.520
2239278.782,2242678.305,3399.523
2244840.284,2248239.810,3399.526
2250401.786,2253801.315,3399.529
2255963.289,2259362.821,3399.532
2261524.791,2264924.326,3399.535
2267086.294,2270485.832,3399.538
2272647.800,2276047.338,3399.538
2278209.300,2281608.842,3399.541
2283770.804,2287170.351,3399.547
2289332.307,2292731.857,3399.550
2294893.811,2298293.364,3399.553
2300455.315,2303854.870,3399.555
2306016.819,2309416.377,3399.558
2311578.323,2314977.885,3399.561
2317139.828,2320539.392,3399.564
2322701.333,2326100.899,3399.567
2328262.837,2331662.405,3399.567
2333824.342,2337223.915,3399.573
2339385.850,2342785.423,3399.573
2344947.353,2348346.931,3399.578
2350508.859,2353908.439,3399.581
2356070.364,2359469.948,3399.584
2361631.870,2365031.457,3399.587
2367193.376,2370592.966,3399.589
2372754.882,2376154.475,3399.592
2378316.389,2381715.984,3399.595
2383877.895,2387277.493,3399.598
2389439.402,2392839.003,3399.600
2395000.909,2398400.512,3399.603
2400562.416,2403962.022,3399.606
2406123.924,2409523.529,3399.606
2411685.431,2415085.042,3399.611
2417246.939,2420646.553,3399.614
2422808.446,2426208.063,3399.617
2428369.955,2431769.574,3399.619
2433931.463,2437331.085,3399.622
2439492.973,2442892.596,3399.622
2445054.479,2448454.107,3399.627
2450615.991,2454015.618,3399.627
2456177.497,2459577.130,3399.633
2461739.006,2465138.637,3399.631
2467300.515,2470700.153,3399.638
2472862.024,2476261.665,3399.641
2478423.534,2481823.177,3399.643
2483985.043,2487384.689,3399.646
2489546.553,2492946.202,3399.649
2495108.063,2498507.714,3399.651
2500669.573,2504069.227,3399.654
2506231.084,2509630.740,3399.656
2511792.594,2515192.253,3399.659
2517354.105,2520753.766,3399.661
2522915.615,2526315.279,3399.664
2528477.126,2531876.793,3399.666
2534038.640,2537438.306,3399.667
2539600.149,2542999.820,3399.672
2545161.660,2548561.334,3399.674
2550723.172,2554122.848,3399.677
2556284.683,2559684.362,3399.679
2561846.195,2565245.877,3399.682
2567407.707,2570807.391,3399.684
2572969.220,2576368.906,3399.686
2578530.732,2581930.421,3399.689
2584092.244,2587491.936,3399.691
2589653.757,2593053.451,3399.694
2595215.270,2598614.966,3399.696
2600776.783,2604176.482,3399.699
2606338.296,2609737.997,3399.701
2611899.809,2615299.513,3399.704
2617461.323,2620861.029,3399.706
2623022.836,2626422.545,3399.708
2628584.350,2631984.061,3399.711
2634145.864,2637545.577,3399.713
2639707.381,2643107.094,3399.713
2645268.892,2648668.610,3399.718
2650830.407,2654230.127,3399.720
2656391.921,2659791.641,3399.720
2661953.436,2665353.161,3399.725
2667514.951,2670914.678,3399.727
2673076.466,2676476.195,3399.730
2678637.981,2682037.713,3399.732
2684199.496,2687599.228,3399.732
2689761.011,2693160.748,3399.736
2695322.527,2698722.266,3399.739
2700884.043,2704283.781,3399.738
2706445.558,2709845.302,3399.743
2712007.074,2715406.820,3399.746
2717568.591,2720968.338,3399.748
2723130.107,2726529.857,3399.750
2728691.623,2732091.375,3399.752
2734253.140,2737652.891,3399.752
2739814.656,2743214.413,3399.757
2745376.173,2748775.932,3399.759
2750937.690,2754337.451,3399.761
2756499.210,2759898.971,3399.761
2762060.727,2765460.490,3399.763
2767622.242,2771022.010,3399.768
2773183.760,2776583.529,3399.770
2778745.277,2782145.049,3399.772
2784306.795,2787706.565,3399.770
2789868.313,2793268.085,3399.772
2795429.831,2798829.610,3399.778
2800991.349,2804391.130,3399.780
2806552.868,2809952.650,3399.783
2812114.386,2815514.171,3399.785
2817675.905,2821075.692,3399.787
2823237.424,2826637.210,3399.786
2828798.943,2832198.734,3399.791
2834360.464,2837760.255,3399.790
2839921.981,2843321.776,3399.795
2845483.500,2848883.297,3399.797
2851045.020,2854444.816,3399.797
2856606.539,2860006.340,3399.801
2862168.059,2865567.862,3399.803
2867729.579,2871129.384,3399.805
2873291.099,2876690.904,3399.805
2878852.619,2882252.428,3399.809
2884414.139,2887813.950,3399.811
2889975.660,2893375.470,3399.811
2895537.180,2898936.995,3399.815
2901098.701,2904498.518,3399.817
2906660.224,2910060.040,3399.817
2912221.742,2915621.561,3399.818
2917783.263,2921183.086,3399.823
2923344.784,2926744.609,3399.825
2928906.308,2932306.129,3399.821
2934467.827,2937867.652,3399.825
2940029.349,2943429.176,3399.827
2945590.870,2948990.703,3399.832
2951152.392,2954552.226,3399.834
2956713.914,2960113.746,3399.832
2962275.436,2965675.274,3399.838
2967836.958,2971236.798,3399.840
2973398.480,2976798.322,3399.842
2978960.003,2982359.846,3399.844
2984521.528,2987921.371,3399.843
2990083.048,2993482.892,3399.844
2995644.571,2999044.415,3399.844
3001206.094,3004605.944,3399.851
3006767.617,3010167.469,3399.853
3012329.140,3015728.994,3399.854
3017890.663,3021290.519,3399.856
3023452.186,3026852.044,3399.858
3029013.710,3032413.569,3399.860
3034575.233,3037975.095,3399.862
3040136.757,3043536.617,3399.860
3045698.281,3049098.146,3399.865
3051259.805,3054659.667,3399.863
3056821.329,3060221.197,3399.868
3062382.853,3065782.723,3399.870
3067944.377,3071344.249,3399.872
3073505.902,3076905.775,3399.874
3079067.426,3082467.301,3399.875
3084628.953,3088028.828,3399.874
3090190.476,3093590.354,3399.879
3095752.000,3099151.877,3399.877
3101313.525,3104713.403,3399.878
3106875.050,3110274.930,3399.879
3112436.576,3115836.461,3399.885
3117998.101,3121397.983,3399.882
3123559.626,3126959.515,3399.888
3129121.152,3132521.042,3399.890
3134682.677,3138082.569,3399.892
3140244.203,3143644.096,3399.893
3145805.729,3149205.624,3399.895
3151367.255,3154767.149,3399.894
3156928.781,3160328.679,3399.898
3162490.307,3165890.207,3399.899
3168051.836,3171451.735,3399.899
3173613.360,3177013.262,3399.903
3179174.889,3182574.790,3399.902
3184736.413,3188136.314,3399.902
3190297.940,3193697.847,3399.907
3195859.466,3199259.375,3399.909
3201420.993,3204820.903,3399.910
3206982.520,3210382.432,3399.912
3212544.048,3215943.961,3399.913
3218105.575,3221505.489,3399.914
3223667.105,3227067.018,3399.913
3229228.629,3232628.543,3399.913
3234790.157,3238190.072,3399.915
3240351.685,3243751.600,3399.916
3245913.212,3249313.134,3399.922
3251474.740,3254874.663,3399.923
3257036.268,3260436.193,3399.925
3262597.796,3265997.722,3399.926
3268159.324,3271559.251,3399.927
3273720.852,3277120.781,3399.929
3279282.381,3282682.311,3399.930
3284843.909,3288243.841,3399.931
3290405.438,3293805.370,3399.933
3295966.966,3299366.900,3399.934
3301528.495,3304928.430,3399.935
3307090.024,3310489.960,3399.937
3312651.553,3316051.491,3399.938
3318213.082,3321613.021,3399.939
3323774.611,3327174.551,3399.941
3329336.140,3332736.082,3399.942
3334897.669,3338297.608,3399.939
3340459.198,3343859.143,3399.945
3346020.728,3349420.674,3399.946
3351582.257,3354982.204,3399.947
3357143.787,3360543.735,3399.948
3362705.317,3366105.266,3399.950
3368266.849,3371666.797,3399.948
3373828.376,3377228.325,3399.948
3379389.906,3382789.856,3399.949
3384951.436,3388351.391,3399.954
3390512.967,3393912.922,3399.956
3396074.497,3399474.454,3399.957
3401636.027,3405035.985,3399.958
3407197.558,3410597.513,3399.955
3412759.088,3416159.049,3399.960
3418320.619,3421720.580,3399.962
3423882.149,3427282.112,3399.963
3429443.680,3432843.644,3399.964
3435005.211,3438405.176,3399.965
3440566.742,3443966.705,3399.963
3446128.273,3449528.240,3399.967
3451689.804,3455089.772,3399.968
3457251.335,3460651.300,3399.965
3462812.866,3466212.837,3399.970
3468374.398,3471774.369,3399.972
3473935.929,3477335.902,3399.973
3479497.461,3482897.431,3399.971
